播主名称,ID,头像,认证信息,行业,内容标签,总粉丝,飞瓜指数,总作品,总点赞,,,,,,
原神,yuanshen_mihoyo,https://p11.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_980d58907aeb49ad98eee954b5737a87.heic?from=2956013662,上海米哈游影铁科技有限公司,游戏,,8522435,1043.1,1349,148913469,,,,,,
标题,视频发布时间,视频时长,视频链接,视频热度,热词Top3,视频销售额,视频销量,点赞,评论,分享,收藏,互动量,互动率,GPM,播放量
#原神 #六入尽明诸相皆无 《原神》拾枝杂谈-「珐露珊：遗风有识」,2022/12/8 12:01,5分52秒,https://www.douyin.com/share/video/7174623005128035639/?mid=7174623119678720829,17.02,"珐露珊,散兵,不出",--,--,53107,2414,582,1510,57613,0.00%,0,1361393
#原神 #原神七圣召唤 「七圣召唤」卡牌——角色牌展示,2022/12/8 15:22,图文视频,https://www.douyin.com/share/video/7174674653422619962/?mid=7174619782589729549,19.1,"散兵,七圣召唤,你好",--,--,85370,4241,2391,5365,97367,0.00%,0,2122175
#原神 TGA2022《原神》参选视频,2022/12/9 12:01,1分29秒,https://www.douyin.com/share/video/7174993868230823205/?mid=7174993960824277821,54.15,"原石,瑶瑶,阿贝多",--,--,360565,19029,31777,20558,431929,0.00%,0,4512608
#原神 诲韬诤言·艾尔海森| 学识、思考及处事之道,2022/12/9 12:16,图文视频,https://www.douyin.com/share/video/7174997891822390588/?mid=7119013230357629727,51.32,"技能,艾尔海森,改不改",--,--,219406,30945,24154,8191,282696,0.00%,0,4931509
#原神 仙蕊玲珑·瑶瑶| 玲珑玉质，身含仙骨,2022/12/9 12:21,图文视频,https://www.douyin.com/share/video/7174999132900298040/?mid=7032497648577891103,58.71,"瑶瑶,好可爱,萝莉",--,--,394825,41596,41126,13664,491211,0.00%,0,7684479
#原神 《云·原神》PC平台公测现已开启 丨 随时随地进入异想世界,2022/12/14 12:00,59秒,https://www.douyin.com/share/video/7176849258467970362/?mid=7176849312987450172,21.17,"申鹤,复刻,艾尔海森",--,--,138336,7869,4542,5836,156583,0.00%,0,2258518
#原神 莱依拉生日快乐｜咦，又来了吗，要交的报告竟然已经完成了！,2022/12/19 12:00,13秒,https://www.douyin.com/share/video/7178704649245969722/?mid=7178704757891205945,45.21,"莱依拉,画师,生日快乐",--,--,335836,11227,5045,10051,362159,0.00%,0,6026205
#原神 #六入尽明诸相皆无 《原神》剧情PV-「秋津羽戏」,2022/12/19 18:04,3分32秒,https://www.douyin.com/share/video/7178798499520122167/?mid=7178798548136594236,40.78,"艾尔海森,重做,剧情",--,--,159647,9365,9145,8522,186679,0.00%,0,3183451
#原神同人剧场 #原神 #竖琴 原神同人剧场|原神创作者@HarpWang 作品展示，感谢旅行者的创作。,2022/12/20 18:00,30秒,https://www.douyin.com/share/video/7179136410291637565/?mid=7179136501303790391,42.5,"艾尔海森,重做,改不改",--,--,188791,11144,4262,6385,210582,0.00%,0,3376371
#原神 多莉生日快乐｜限时生日特惠，只要九十九万摩拉呦！,2022/12/21 12:00,13秒,https://www.douyin.com/share/video/7179446828574854457/?mid=7179446875898334011,19.94,"艾尔海森,重做,多莉",--,--,103661,7222,807,2687,114377,0.00%,0,2215938
#原神 《原神》EP - 信步待春之月,2022/12/27 12:01,3分43秒,https://www.douyin.com/share/video/7181673468537163067/?mid=7181673573504273211,43.88,"雷神,公司,艾尔海森",--,--,161236,19874,4257,4308,189675,0.00%,0,3465043
#原神 #原神主题航班 亲爱的旅行者~原神主题航班活动现已开启！让我们一起「云游花海 奇旅相伴」！,2022/12/28 18:00,2分41秒,https://www.douyin.com/share/video/7182137277206908220/?mid=7182137331493669692,26.32,"艾尔海森,原神,雷神",--,--,125748,17820,11361,3335,158264,0.00%,0,2048007
#原神 提纳里生日快乐｜等会儿一起去吃点真正美味的好蘑菇吧，如何？,2022/12/29 12:00,16秒,https://www.douyin.com/share/video/7182415451161513253/?mid=7182415537488530236,48.03,"小提,生日快乐,提纳里",--,--,238532,14653,4060,7627,264872,0.00%,0,3512339
#原神 钟离生日快乐｜嗯，今日的采购就到这里。,2022/12/31 12:01,16秒,https://www.douyin.com/share/video/7183157774224788796/?mid=7183157880705649412,68.09,"钟离,摩拉,生日快乐",--,--,713275,57588,26172,27406,824441,0.00%,0,7344650
#原神 元旦快乐｜新年伊始，有什么想买的吗？,2023/1/1 12:01,17秒,https://www.douyin.com/share/video/7183528796144831799/?mid=7183528912641641271,50.91,"米哈游,原石,小姨",--,--,378530,27058,7130,13692,426410,0.00%,0,4308751
#原神 流浪者生日快乐｜你若愿意的话…那就一起坐一会儿吧。,2023/1/3 12:04,14秒,https://www.douyin.com/share/video/7184271896005971261/?mid=7184271952698133307,49.97,"生日快乐,散宝,生日",--,--,361131,22799,8810,23884,416624,0.00%,0,3956326
"#原神  #原神同人绘 《原神》12月同人绘画展示，感谢旅行者们的创作。 
*本次作品中涉及的角色内容均为玩家二次创作，不代表游戏内实际剧情以及设定。",2023/1/3 18:17,49秒,https://www.douyin.com/share/video/7184368117710179643/?mid=7184368160971803449,21.22,"重做,艾尔海森,散兵",--,--,139987,7234,2262,5807,155290,0.00%,0,2315909
#原神 #磬弦奏华夜 旅行者们大家好，现在是派蒙的特别节目预告时间> < 《原神》3.4版本「磬弦奏华夜」前瞻特别节目将于1月6日（本周五）晚20:00正式开启。,2023/1/4 12:00,图文视频,https://www.douyin.com/share/video/7184642083318238522/?mid=7032497648577891103,22.68,"艾尔海森,重做,兑换码",--,--,106501,18456,11730,3792,140479,0.00%,0,2462989
#原神 #磬弦奏华夜 《原神》3.4版本PV：「磬弦奏华夜」,2023/1/6 20:46,4分4秒,https://www.douyin.com/share/video/7185519642427870524/?mid=7185519818765486905,55.03,"胡桃,海灯节,瑶瑶",--,--,313008,29294,36138,20650,399090,0.00%,0,4288733
#原神  #磬弦奏华夜 《原神》海灯节定格动画-「庆佳节」,2023/1/6 21:41,1分10秒,https://www.douyin.com/share/video/7185533917187804477/?mid=7185534046978050877,41.79,"瑶瑶,重做,好可爱",--,--,187553,10468,8794,6202,213017,0.00%,0,2602267
#原神  #磬弦奏华夜  当然是原神了-租房篇,2023/1/6 21:53,1分52秒,https://www.douyin.com/share/video/7185536908452285751/?mid=7185537063303727932,62.65,"尬剧,原神,小尬",--,--,480386,63476,54119,14014,611995,0.00%,0,7548137
#原神  #磬弦奏华夜  当然是原神了-咖啡厅篇,2023/1/6 21:57,2分32秒,https://www.douyin.com/share/video/7185537801184644413/?mid=7185537964477942583,23.6,"原神,尬剧,官方",--,--,69980,17017,16410,1867,105274,0.00%,0,2141406
